company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,roce_pct,roa_pct,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning_flag,net_debt,asset_turnover,free_cash_flow_cr,capex_cr,fcf_conversion_pct,cfo_quality_score,capital_allocation_pattern,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score
BPCL,2019-03,2.86,5.07,22.0,-70.47,6.23,1.16,False,10.25,,False,19932.0,2.18,-294.0,3.5,-1.95,High Quality,Mixed,852.8,197.08,0.56,32.75,3.41,,,,-65.73
BPCL,2020-03,1.29,3.15,10.04,-139.12,2.43,1.79,False,3.93,,False,38447.0,1.89,-3254.0,3.91,-36.26,High Quality,Mixed,366.6,185.72,2.89,43.4,2.77,,,,-810.06
BPCL,2021-03,7.52,9.12,32.34,-57.92,10.76,1.02,False,16.54,,False,27764.0,1.43,20981.0,1.07,99.9,High Quality,Shareholder Returns,1732.0,255.88,0.59,33.88,10.19,,,,5257.9
BPCL,2022-03,3.37,5.52,22.51,-79.17,6.23,1.24,False,9.24,,False,40918.0,1.85,12198.0,2.35,63.74,High Quality,Shareholder Returns,1168.2,243.8,0.25,34.41,5.86,,,,3057.53
BPCL,2023-03,0.45,2.3,3.98,-97.64,1.13,1.3,False,3.45,,False,42598.0,2.52,4660.0,1.65,42.76,High Quality,Shareholder Returns,213.1,251.4,1.88,36.88,2.63,,,,1166.39
BPCL,2024-03,5.99,9.84,35.51,-12.76,13.27,0.72,False,11.36,,False,27968.0,2.21,25415.0,2.35,57.65,High Quality,Shareholder Returns,2685.9,354.1,0.12,26.97,8.02,13.1,69.21,73.01,6367.44
BRITANNIA,2013-03,4.2,6.81,46.59,6.5,13.81,0.68,False,11.54,,False,272.0,3.28,348.0,0.45,82.66,High Quality,Liquidating Assets,260.0,23.25,15.0,20.18,5.17,,,,103.15
BRITANNIA,2014-03,5.71,9.07,49.5,54.14,18.75,0.19,False,82.62,,False,-48.0,3.28,425.0,3.56,67.78,High Quality,Shareholder Returns,395.0,33.25,9.11,7.12,9.71,,,,124.74
BRITANNIA,2015-03,8.77,11.07,55.34,52.2,24.67,0.12,False,274.5,,False,-373.0,2.81,134.0,5.73,15.4,High Quality,Shareholder Returns,689.0,51.88,4.06,5.19,7.43,,,,55.7
BRITANNIA,2016-03,9.82,14.58,39.44,49.57,23.61,0.06,False,267.8,,False,-657.0,2.4,254.0,8.4,20.75,High Quality,Shareholder Returns,825.0,87.17,3.52,3.75,11.42,,,,81.72
BRITANNIA,2017-03,9.77,14.12,32.83,40.96,21.54,0.05,False,285.8,,False,-362.0,2.2,291.0,1.66,22.77,High Quality,Shareholder Returns,885.0,112.33,3.39,3.04,4.87,,,,88.78
BRITANNIA,2018-03,10.13,15.14,29.48,36.64,19.35,0.06,False,208.38,,False,-878.0,1.91,292.0,9.65,19.45,High Quality,Shareholder Returns,1004.0,141.92,2.99,3.87,12.6,,,,87.74
BRITANNIA,2019-03,10.45,15.67,27.16,35.7,18.52,0.04,False,215.33,,False,-1320.0,1.77,304.0,7.71,17.55,Moderate,Reinvestor,1155.0,177.21,2.68,2.5,10.46,,,,90.03
BRITANNIA,2020-03,12.02,15.89,31.66,6.65,17.8,0.35,False,27.35,,False,-1355.0,1.48,-41.0,13.16,-2.22,Moderate,Mixed,1394.0,183.46,4.3,19.64,12.8,,,,5.12
BRITANNIA,2021-03,14.09,19.1,52.17,10.33,23.14,0.6,False,25.42,,False,-659.0,1.64,2309.0,3.3,92.03,Moderate,Liquidating Assets,1851.0,147.83,11.02,26.52,14.28,,,,599.6
BRITANNIA,2022-03,10.72,15.57,59.27,-10.15,20.14,0.97,False,16.83,,False,719.0,1.88,2214.0,6.47,100.59,High Quality,Liquidating Assets,1516.0,106.58,5.87,32.96,9.2,,,,576.03
BRITANNIA,2023-03,14.21,17.37,65.53,-4.41,24.77,0.85,False,20.28,,False,-327.0,1.74,1019.0,9.24,35.99,High Quality,Shareholder Returns,2316.0,147.25,3.24,32.05,15.5,,,,280.88
BRITANNIA,2024-03,12.73,18.89,54.15,25.98,23.52,0.52,False,20.6,,False,-702.0,1.85,3050.0,2.84,96.31,High Quality,Liquidating Assets,2134.0,164.21,3.89,22.76,15.34,22.08,52.35,51.91,785.1
CANBK,2013-03,8.79,21.18,11.9,-1453.95,0.71,14.94,False,2.18,,False,248506.0,0.08,7575.0,1.28,104.96,High Quality,Shareholder Returns,1497.5,113.66,0.63,89.68,23.51,,,,1899.1
CANBK,2014-03,6.75,24.35,8.85,-1441.42,0.53,14.84,False,2.32,,False,312468.0,0.08,13864.0,0.96,143.88,High Quality,Shareholder Returns,1336.0,130.92,0.71,89.39,36.0,,,,3470.03
CANBK,2015-03,6.69,23.51,9.02,-1485.94,0.52,15.37,False,2.18,,False,347366.0,0.08,5240.0,2.52,50.86,High Quality,Shareholder Returns,1465.5,136.81,0.58,89.42,14.48,,,,1314.06
CANBK,2016-03,-5.76,40.38,-7.82,-1500.6,-0.45,15.63,False,3.37,,False,354242.0,0.08,8903.0,1.01,50.06,High Quality,Shareholder Returns,-1267.5,119.37,-0.0,89.89,21.22,,,,2222.24
CANBK,2017-03,3.4,37.85,4.07,-1482.66,0.24,15.42,False,2.0,,False,372785.0,0.07,2099.0,1.15,13.38,High Quality,Mixed,705.5,116.2,0.28,89.72,6.21,,,,526.68
CANBK,2018-03,-9.37,61.87,-10.5,-1440.78,-0.61,15.28,False,3.45,,False,406312.0,0.07,-11607.0,1.18,-45.37,High Quality,Growth Funded by Debt,-1936.5,100.67,-0.0,89.28,-26.9,,,,-2906.87
CANBK,2019-03,1.45,56.73,1.85,-1608.07,0.1,16.99,False,2.74,,False,471488.0,0.07,17492.0,1.55,64.3,High Quality,Shareholder Returns,348.0,100.1,0.0,89.94,38.03,,,,4373.85
CANBK,2020-03,-3.86,53.88,-4.66,-1539.81,-0.26,16.22,False,2.27,,False,475525.0,0.07,-5734.0,0.89,-21.39,High Quality,Growth Funded by Debt,-960.5,80.01,-0.0,90.12,-10.63,,,,-1435.69
CANBK,2021-03,4.21,61.83,4.74,-1608.84,0.25,17.0,False,1.88,,False,774807.0,0.06,58002.0,1.59,133.53,High Quality,Mixed,1478.5,75.79,0.0,89.95,84.15,,,,14502.8
CANBK,2022-03,8.72,58.39,8.8,-1541.47,0.49,16.19,False,1.74,,False,821279.0,0.06,-510.0,2.02,-1.24,High Quality,Mixed,3079.0,77.13,0.31,89.98,1.3,,,,-123.0
CANBK,2023-03,13.21,49.8,14.53,-1510.45,0.82,15.85,False,1.69,,False,884267.0,0.06,-41134.0,1.35,-96.17,High Quality,Growth Funded by Debt,5672.5,86.06,0.17,89.58,-46.55,,,,-10276.36
CANBK,2024-03,13.94,41.75,16.72,-1422.73,1.0,14.87,False,1.61,,False,970573.0,0.07,13296.0,1.58,28.81,High Quality,Shareholder Returns,7700.5,101.58,0.12,89.24,13.61,26.54,38.75,7.21,3331.91
CHOLAFIN,2013-03,11.98,26.77,15.78,-738.65,1.69,7.82,False,706.0,,False,15097.0,0.14,-3749.0,0.19,-544.91,Accrual Risk,Distress Signal,154.0,27.3,5.19,83.77,-146.07,,,,-929.89
CHOLAFIN,2014-03,11.22,28.42,16.09,-741.48,1.71,7.9,False,950.0,,False,18036.0,0.15,-2530.0,2.53,-271.46,Accrual Risk,Growth Funded by Debt,184.0,31.99,3.8,83.9,-74.63,,,,-625.25
CHOLAFIN,2015-03,11.95,28.56,16.6,-698.3,1.86,7.46,False,,,False,19925.0,0.16,-2304.0,1.08,-217.15,Accrual Risk,Growth Funded by Debt,222.0,37.15,2.48,83.58,-60.94,,,,-568.4
CHOLAFIN,2016-03,13.64,30.04,15.67,-576.38,2.06,6.14,False,643.5,,False,22530.0,0.15,-2946.0,3.25,-232.7,Accrual Risk,Growth Funded by Debt,287.5,47.05,2.09,80.84,-66.66,,,,-728.66
CHOLAFIN,2017-03,15.3,28.16,16.71,-524.53,2.35,5.6,False,448.67,,False,23889.0,0.15,-1690.0,4.73,-127.84,Accrual Risk,Growth Funded by Debt,359.0,55.1,1.67,78.67,-31.27,,,,-413.91
CHOLAFIN,2018-03,16.51,26.1,17.91,-712.5,2.08,7.48,False,,,False,38307.0,0.13,-7986.0,1.08,-550.38,Accrual Risk,Growth Funded by Debt,459.0,65.71,1.2,86.78,-142.58,,,,-1987.38
CHOLAFIN,2019-03,16.84,22.96,19.28,-781.09,2.08,8.15,False,1659.0,,False,50525.0,0.12,-9328.0,0.15,-571.57,Accrual Risk,Growth Funded by Debt,598.5,79.59,0.67,87.96,-131.08,,,,-2322.45
CHOLAFIN,2020-03,12.1,27.79,12.85,-632.7,1.65,6.71,False,,,False,54972.0,0.14,-2129.0,0.62,-87.94,Accrual Risk,Growth Funded by Debt,527.0,100.0,1.23,85.87,-23.82,,,,-525.6
CHOLAFIN,2021-03,15.87,30.4,15.84,-626.85,2.04,6.64,False,52.41,,False,62147.0,0.13,-10594.0,18.22,-363.68,Accrual Risk,Growth Funded by Debt,760.5,117.07,0.72,85.38,-92.33,,,,-2640.06
CHOLAFIN,2022-03,21.23,28.83,18.3,-558.11,2.61,5.88,False,35.18,,False,67119.0,0.12,-3931.0,16.16,-134.35,Accrual Risk,Distress Signal,1077.0,143.52,0.37,83.87,-54.9,,,,-972.22
CHOLAFIN,2023-03,20.68,28.1,18.58,-647.94,2.35,6.79,False,16.58,,False,93796.0,0.11,-29253.0,16.67,-807.87,Accrual Risk,Growth Funded by Debt,1332.5,174.95,0.23,85.68,-210.38,,,,-7302.85
CHOLAFIN,2024-03,17.85,28.1,17.46,-652.27,2.18,6.86,False,21.21,,False,130439.0,0.12,-38538.0,14.9,-715.65,Accrual Risk,Growth Funded by Debt,1710.0,233.25,0.15,85.82,-186.21,49.45,61.84,59.27,-9625.13
CIPLA,2013-03,18.66,73.26,17.13,54.53,13.25,0.11,False,24.87,,False,-1565.0,0.71,-665.0,24.92,-10.96,Moderate,Mixed,772.5,112.04,0.65,8.29,16.89,,,,-153.99
CIPLA,2014-03,13.8,78.9,13.97,65.02,10.48,0.12,False,32.06,,False,539.0,0.76,298.0,12.43,3.71,High Quality,Shareholder Returns,702.0,124.86,0.85,9.31,15.36,,,,84.06
CIPLA,2015-03,10.83,80.94,11.38,66.15,7.84,0.16,False,56.11,,False,1063.0,0.72,223.0,8.37,2.43,Moderate,Mixed,614.5,134.19,1.14,10.87,10.34,,,,63.26
CIPLA,2016-03,10.03,82.02,12.01,49.78,6.57,0.45,False,54.46,,False,4443.0,0.66,-2792.0,32.87,-24.69,High Quality,Mixed,691.5,143.07,0.87,24.71,12.63,,,,-690.85
CIPLA,2017-03,7.19,82.66,8.25,56.14,4.96,0.33,False,57.28,,False,3140.0,0.69,1078.0,9.06,9.06,High Quality,Shareholder Returns,517.5,155.83,1.55,19.71,16.55,,,,274.6
CIPLA,2018-03,9.35,81.35,9.96,52.93,6.25,0.29,False,44.1,,False,2839.0,0.67,629.0,5.5,5.1,High Quality,Shareholder Returns,708.5,176.76,1.2,18.07,9.65,,,,163.64
CIPLA,2019-03,9.12,81.07,9.94,54.77,6.28,0.29,False,27.85,,False,1762.0,0.69,3.0,10.32,0.02,High Quality,Shareholder Returns,746.0,186.48,1.07,18.16,10.33,,,,7.08
CIPLA,2020-03,8.76,81.29,9.52,65.59,6.4,0.18,False,40.54,,False,1345.0,0.73,3182.0,0.67,22.85,High Quality,Liquidating Assets,750.0,195.81,1.4,12.02,17.91,,,,801.67
CIPLA,2021-03,12.47,77.8,13.04,66.48,9.61,0.11,False,56.12,,False,-696.0,0.77,1381.0,12.39,9.26,High Quality,Shareholder Returns,1194.5,227.65,0.71,8.1,19.6,,,,354.03
CIPLA,2022-03,11.7,79.08,12.22,73.79,9.48,0.05,False,174.06,,False,-1495.0,0.81,1468.0,8.54,8.53,High Quality,Shareholder Returns,1273.5,258.89,0.63,3.93,15.28,,,,375.35
CIPLA,2023-03,12.45,77.91,12.1,68.85,9.67,0.03,False,60.57,,False,-2859.0,0.78,862.0,10.44,4.86,High Quality,Shareholder Returns,1416.5,290.77,0.85,2.74,14.23,,,,224.06
CIPLA,2024-03,16.12,75.59,15.55,68.18,12.77,0.02,False,35.34,,False,-4890.0,0.79,1152.0,11.57,5.91,High Quality,Shareholder Returns,2077.0,331.75,0.6,1.72,16.04,25.5,21.87,21.83,299.11
COALINDIA,2013-03,25.41,73.52,35.81,97.27,15.64,0.03,False,5.74,,False,-1090.0,0.62,7276.0,2.68,14.49,Moderate,Reinvestor,1735.6,76.74,0.29,1.18,13.34,,,,1838.21
COALINDIA,2014-03,21.4,74.84,35.64,118.61,14.4,0.0,False,7.37,,False,-3597.0,0.67,23105.0,12.15,43.72,Moderate,Liquidating Assets,1511.2,67.14,0.8,0.17,20.57,,,,5794.11
COALINDIA,2015-03,18.52,76.6,34.02,132.1,12.34,0.01,False,8.65,,False,-2405.0,0.67,15276.0,1.21,26.91,Moderate,Liquidating Assets,1372.7,63.89,0.69,0.37,19.4,,,,3835.22
COALINDIA,2016-03,18.32,75.96,40.96,153.88,12.56,0.03,False,9.96,,False,-1707.0,0.69,21308.0,10.47,36.03,Moderate,Liquidating Assets,1426.7,55.15,0.85,1.06,16.89,,,,5344.96
COALINDIA,2017-03,11.87,84.07,37.85,228.63,7.83,0.12,False,12.36,,False,1531.0,0.66,16916.0,0.58,25.74,High Quality,Liquidating Assets,928.0,39.5,1.43,2.54,21.06,,,,4243.39
COALINDIA,2018-03,8.26,89.1,34.88,320.2,5.61,0.08,False,15.27,,False,-166.0,0.68,13368.0,9.09,17.6,High Quality,Shareholder Returns,703.8,32.51,2.07,1.23,24.77,,,,3354.19
COALINDIA,2019-03,17.54,74.89,66.01,242.0,13.13,0.08,False,12.79,,False,-960.0,0.75,8460.0,7.93,11.34,High Quality,Shareholder Returns,1746.4,42.93,0.26,1.66,16.42,,,,2139.17
COALINDIA,2020-03,17.38,77.54,51.93,191.15,11.13,0.2,False,11.56,,False,4461.0,0.64,6010.0,1.08,8.07,High Quality,Liquidating Assets,1670.0,52.18,0.26,4.29,5.18,,,,1522.61
COALINDIA,2021-03,14.11,79.31,34.78,162.82,7.89,0.16,False,19.09,,False,-66.0,0.56,10774.0,0.2,15.09,High Quality,Liquidating Assets,1270.2,59.25,0.61,3.65,11.77,,,,2707.7
COALINDIA,2022-03,15.84,77.47,40.28,171.28,9.68,0.08,False,21.99,,False,-5407.0,0.61,15392.0,23.44,18.11,High Quality,Shareholder Returns,1737.8,70.0,0.35,1.96,37.47,,,,3864.45
COALINDIA,2023-03,22.95,68.01,52.14,132.53,14.33,0.07,False,14.34,,False,-2808.0,0.62,12269.0,16.97,13.05,High Quality,Shareholder Returns,3172.3,98.72,0.15,1.96,25.85,,,,3089.61
COALINDIA,2024-03,26.26,66.29,45.17,98.17,15.8,0.08,False,11.24,,False,-587.0,0.6,13617.0,3.15,14.43,High Quality,Shareholder Returns,3736.9,134.24,0.11,2.76,12.72,15.82,16.58,17.7,3426.06
DABUR,2013-03,12.48,16.16,36.56,-7.29,16.27,0.55,False,18.51,,False,222.0,1.3,248.0,10.13,25.0,High Quality,Shareholder Returns,766.0,12.04,4.44,24.44,14.17,,,,78.33
DABUR,2014-03,12.98,16.46,34.49,16.49,17.24,0.27,False,23.85,,False,-368.0,1.33,994.0,1.47,85.54,High Quality,Shareholder Returns,916.0,15.26,3.6,13.33,15.56,,,,264.68
DABUR,2015-03,13.7,16.93,31.84,16.89,17.49,0.22,False,36.85,,False,-1079.0,1.28,171.0,11.24,12.95,High Quality,Shareholder Returns,1068.0,19.06,3.09,12.02,13.43,,,,58.51
DABUR,2016-03,16.12,19.51,30.06,16.57,18.09,0.19,False,36.15,,False,-1886.0,1.12,457.0,9.38,30.11,High Quality,Shareholder Returns,1254.0,23.7,2.55,11.61,15.26,,,,130.32
DABUR,2017-03,16.81,19.86,26.41,10.76,16.55,0.2,False,33.48,,False,-2265.0,0.98,420.0,10.6,27.78,High Quality,Shareholder Returns,1280.0,27.54,2.42,12.61,16.12,,,,119.94
DABUR,2018-03,17.59,20.94,23.8,11.57,15.61,0.16,False,36.0,,False,-2867.0,0.89,551.0,7.01,34.08,Moderate,Reinvestor,1358.0,32.42,5.96,10.78,14.14,,,,152.0
DABUR,2019-03,16.98,20.43,25.67,17.92,17.14,0.12,False,32.7,,False,-2660.0,1.01,1837.0,3.97,105.57,Moderate,Liquidating Assets,1446.0,31.82,2.35,8.28,17.6,,,,474.2
DABUR,2020-03,16.67,20.63,21.92,18.61,15.51,0.08,False,39.94,,False,-2278.0,0.93,1097.0,5.95,61.22,Moderate,Reinvestor,1448.0,37.32,2.56,5.59,18.58,,,,287.77
DABUR,2021-03,17.73,20.94,22.12,18.89,15.65,0.07,False,75.06,,False,-3651.0,0.88,711.0,14.68,35.51,High Quality,Shareholder Returns,1695.0,43.3,2.95,4.7,22.12,,,,191.62
DABUR,2022-03,16.0,20.68,20.78,14.15,14.18,0.12,False,65.64,,False,-5190.0,0.89,529.0,11.69,23.49,High Quality,Shareholder Returns,1742.0,47.36,3.04,8.38,16.55,,,,144.99
DABUR,2023-03,14.75,18.75,18.96,10.64,12.46,0.13,False,33.42,,False,-5091.0,0.84,905.0,5.06,41.86,High Quality,Shareholder Returns,1701.0,50.69,3.17,8.6,12.91,,,,237.79
DABUR,2024-03,14.6,19.35,18.36,10.08,11.98,0.14,False,23.24,,False,-5568.0,0.82,1042.0,7.83,43.42,High Quality,Shareholder Returns,1811.0,55.74,2.93,9.03,16.23,15.1,18.78,20.11,271.74
DIVISLAB,2013-03,28.07,38.04,24.07,30.37,19.18,0.01,False,287.0,,False,-375.0,0.68,225.0,11.89,27.57,Moderate,Reinvestor,301.0,185.26,5.48,1.05,22.38,,,,74.08
DIVISLAB,2014-03,30.53,40.21,26.08,32.72,20.84,0.01,False,362.0,,False,-484.0,0.68,252.0,12.05,24.75,Moderate,Reinvestor,386.5,219.56,4.4,0.49,22.0,,,,82.36
DIVISLAB,2015-03,27.35,37.66,24.37,31.55,19.34,0.01,False,403.67,,False,-706.0,0.71,305.0,16.73,26.0,Moderate,Reinvestor,426.0,258.96,3.64,0.61,26.52,,,,94.02
DIVISLAB,2016-03,29.82,37.69,26.23,31.31,22.99,0.01,False,303.2,,False,-761.0,0.77,632.0,10.75,44.41,Moderate,Reinvestor,563.0,162.0,2.13,0.86,27.49,,,,177.76
DIVISLAB,2017-03,26.08,35.68,19.79,25.8,17.22,0.01,False,507.33,,False,-1595.0,0.66,10.0,28.05,0.69,Moderate,Mixed,530.0,202.15,2.36,0.58,28.3,,,,18.27
DIVISLAB,2018-03,22.54,32.61,14.8,19.88,12.93,0.01,False,688.0,,False,-1826.0,0.57,298.0,12.28,23.48,Moderate,Reinvestor,438.5,223.58,3.42,0.93,19.94,,,,87.07
DIVISLAB,2019-03,27.36,37.89,19.45,24.81,16.84,0.02,False,405.6,,False,-1840.0,0.62,269.0,13.85,14.35,Moderate,Reinvestor,676.5,262.53,2.29,1.32,19.29,,,,83.16
DIVISLAB,2020-03,25.53,33.85,18.84,23.84,16.14,0.01,False,287.43,,False,-932.0,0.63,1133.0,1.54,62.05,Moderate,Reinvestor,688.5,275.85,2.25,0.46,22.54,,,,298.38
DIVISLAB,2021-03,28.47,41.14,21.34,29.97,18.42,0.0,False,1462.0,,False,5.0,0.65,2022.0,1.08,70.53,Moderate,Liquidating Assets,992.0,350.75,1.36,0.05,27.94,,,,522.56
DIVISLAB,2022-03,33.04,43.36,25.24,32.23,22.16,0.0,False,1998.5,,False,-68.0,0.67,-283.0,24.5,-7.28,Moderate,Reinvestor,1480.0,442.57,0.91,0.03,21.34,,,,-50.64
DIVISLAB,2023-03,23.48,30.51,14.29,18.05,12.64,0.0,False,1357.0,,False,-73.0,0.54,-248.0,34.85,-10.46,Moderate,Reinvestor,912.0,481.77,2.41,0.03,31.66,,,,-49.4
DIVISLAB,2024-03,20.4,28.17,11.79,15.82,10.35,0.0,False,636.25,,False,-79.0,0.51,992.0,3.43,44.89,Moderate,Reinvestor,800.0,512.11,3.12,0.02,16.07,29.61,21.59,21.14,258.63
DLF,2013-03,8.58,33.87,2.59,-90.36,1.03,1.03,False,1.69,,False,25266.0,0.12,4004.0,25.67,152.07,High Quality,Liquidating Assets,333.5,151.35,7.2,41.15,25.85,,,,1004.05
DLF,2014-03,7.11,30.04,2.15,-77.13,0.91,0.88,False,1.47,,True,23242.0,0.13,5392.0,47.29,216.29,High Quality,Liquidating Assets,295.0,153.9,9.32,37.4,17.69,,,,1350.54
DLF,2015-03,6.63,39.4,1.85,-76.95,0.77,0.89,False,1.53,,False,23872.0,0.12,2135.0,1.28,70.84,High Quality,Liquidating Assets,253.5,153.76,13.02,36.97,26.63,,,,536.06
DLF,2016-03,3.07,39.96,1.27,-85.76,0.49,1.05,False,1.67,,False,3954.0,0.16,2139.0,8.24,53.93,High Quality,Shareholder Returns,152.5,134.84,38.36,40.93,29.79,,,,535.96
DLF,2017-03,8.61,41.92,2.88,-102.43,1.11,1.19,False,1.54,,False,27993.0,0.13,-26.0,10.61,-0.75,High Quality,Distress Signal,354.0,137.66,7.06,45.66,-10.92,,,,-3.35
DLF,2018-03,66.75,35.46,12.68,-42.16,7.39,0.5,False,4.1,,False,-3341.0,0.11,-1832.0,31.34,-77.04,High Quality,Shareholder Returns,2238.5,197.82,0.18,28.87,4.03,,,,-436.3
DLF,2019-03,15.71,25.68,3.91,-44.6,1.98,0.51,False,1.42,,True,-3783.0,0.13,2046.0,0.04,95.25,High Quality,Cash Accumulator,657.0,152.27,2.51,25.9,24.42,,,,516.9
DLF,2020-03,-9.7,18.84,-1.71,-20.08,-1.06,0.24,False,1.6,,False,-10463.0,0.11,6864.0,106.99,598.95,High Quality,Liquidating Assets,-295.0,139.18,14.41,14.5,5.85,,,,1712.88
DLF,2021-03,20.0,27.13,3.06,-15.26,2.02,0.19,False,2.17,,False,-12860.0,0.1,1610.0,2.77,109.6,Accrual Risk,Liquidating Assets,541.5,142.8,4.16,12.87,26.97,,,,408.77
DLF,2022-03,26.24,30.49,4.13,-6.68,2.93,0.12,False,3.1,,False,-15597.0,0.11,3099.0,4.67,177.8,Moderate,Liquidating Assets,750.0,146.92,3.27,8.17,49.54,,,,783.08
DLF,2023-03,35.72,30.31,5.4,-4.25,3.87,0.09,False,5.21,,False,-16147.0,0.11,1914.0,8.09,110.89,High Quality,Shareholder Returns,1017.0,152.27,2.41,6.34,41.7,,,,489.75
DLF,2024-03,42.38,33.05,6.91,-6.85,4.61,0.12,False,7.46,,False,-15304.0,0.11,1010.0,23.79,47.55,Moderate,Mixed,1362.0,159.32,1.65,8.18,39.51,-3.73,32.5,22.42,265.98
DMART,2013-03,2.81,6.44,11.91,-37.25,6.3,0.67,False,5.35,,False,510.0,2.24,-104.0,6.91,-48.37,High Quality,Mixed,9.4,14.5,0.0,35.25,3.8,,,,-20.75
DMART,2014-03,3.44,7.28,16.84,-29.62,8.9,0.67,False,6.38,,False,625.0,2.59,-72.0,5.76,-21.11,High Quality,Mixed,16.1,17.48,0.0,35.45,4.23,,,,-10.71
DMART,2015-03,3.29,7.08,17.67,-34.95,9.0,0.75,False,6.61,,False,889.0,2.73,-252.0,7.36,-55.26,High Quality,Mixed,21.2,21.35,0.0,38.39,3.45,,,,-55.51
DMART,2016-03,3.73,7.74,21.04,-32.61,10.32,0.78,False,7.48,,False,1163.0,2.77,-200.0,7.37,-30.12,High Quality,Mixed,32.0,27.06,0.0,38.43,5.04,,,,-41.23
DMART,2017-03,4.03,8.14,12.47,-13.3,8.23,0.39,False,8.17,,False,1471.0,2.04,-2027.0,20.86,-209.18,High Quality,Mixed,47.9,61.57,0.0,25.73,3.82,,,,-500.57
DMART,2018-03,5.36,9.0,17.26,18.93,14.27,0.09,False,24.02,,False,371.0,2.66,1194.0,3.09,88.25,High Quality,Liquidating Assets,80.6,74.82,0.0,7.77,4.86,,,,307.72
DMART,2019-03,4.51,8.16,16.14,16.09,12.87,0.13,False,35.77,,False,683.0,2.86,-151.0,4.79,-9.25,High Quality,Mixed,90.2,89.54,0.0,9.99,4.03,,,,-29.37
DMART,2020-03,5.23,8.56,11.74,15.67,10.77,0.03,False,31.71,,False,318.0,2.06,-3377.0,18.73,-158.69,High Quality,Mixed,130.1,170.99,0.0,2.76,5.15,,,,-837.32
DMART,2021-03,4.55,7.23,9.02,10.73,8.05,0.03,False,46.17,,False,390.0,1.77,265.0,4.6,15.19,Moderate,Reinvestor,109.9,188.02,0.0,2.88,5.7,,,,71.66
DMART,2022-03,4.82,8.08,10.91,13.09,9.64,0.05,False,48.44,,False,641.0,2.0,83.0,4.16,3.32,Moderate,Reinvestor,149.2,211.08,0.0,4.18,4.43,,,,27.09
DMART,2023-03,5.55,8.49,14.79,17.92,13.13,0.04,False,56.22,,False,441.0,2.37,317.0,5.4,8.71,High Quality,Shareholder Returns,237.8,248.12,0.0,3.55,6.14,,,,87.62
DMART,2024-03,4.99,8.08,13.56,18.09,11.98,0.03,False,73.29,,False,485.0,2.4,278.0,4.86,6.77,High Quality,Shareholder Returns,253.6,287.22,0.0,2.8,5.41,72.34,93.29,81.14,77.13
DRREDDY,2013-03,12.9,22.56,23.98,-14.64,11.41,0.58,False,28.15,,False,3485.0,0.88,-59.0,12.14,-2.21,Moderate,Reinvestor,1527.0,74.93,1.11,27.52,11.65,,,,-2.68
DRREDDY,2014-03,14.63,24.23,24.96,-14.4,12.34,0.57,False,26.94,,False,3410.0,0.84,366.0,11.96,11.26,Moderate,Reinvestor,1963.0,92.53,0.82,28.15,14.69,,,,104.48
DRREDDY,2015-03,15.55,23.35,23.71,-7.59,12.66,0.44,False,34.89,,False,2066.0,0.81,154.0,15.78,4.39,Moderate,Reinvestor,2336.0,115.92,0.64,23.37,16.8,,,,51.48
DRREDDY,2016-03,13.69,23.03,16.95,1.72,10.48,0.27,False,46.75,,False,-481.0,0.77,1653.0,10.34,46.11,High Quality,Shareholder Returns,2131.0,147.87,0.75,16.49,20.96,,,,423.53
DRREDDY,2017-03,9.1,17.41,10.54,-18.41,5.97,0.4,False,33.47,,False,2808.0,0.66,254.0,13.31,10.28,High Quality,Shareholder Returns,1292.0,147.73,2.01,22.71,15.1,,,,69.9
DRREDDY,2018-03,6.63,16.46,7.53,-19.93,4.24,0.4,False,31.72,,False,2773.0,0.64,320.0,10.38,13.61,High Quality,Shareholder Returns,947.0,151.47,3.7,22.69,12.63,,,,84.6
DRREDDY,2019-03,12.62,20.57,13.9,-4.35,8.7,0.27,False,39.99,,False,1251.0,0.69,2101.0,4.98,66.11,High Quality,Shareholder Returns,1950.0,168.96,0.87,17.12,18.58,,,,534.05
DRREDDY,2020-03,11.57,14.14,12.99,1.59,8.72,0.14,False,32.11,,False,-468.0,0.75,2489.0,2.83,100.48,High Quality,Shareholder Returns,2026.0,187.94,1.04,9.52,17.03,,,,630.57
DRREDDY,2021-03,10.25,20.34,11.07,4.47,7.34,0.17,False,43.39,,False,819.0,0.72,1315.0,11.84,33.94,High Quality,Shareholder Returns,1952.0,212.54,1.08,11.4,18.74,,,,335.92
DRREDDY,2022-03,10.13,17.49,11.36,1.88,7.34,0.18,False,45.03,,False,768.0,0.72,246.0,11.91,6.53,High Quality,Shareholder Returns,2182.0,231.47,1.05,11.38,13.05,,,,68.71
DRREDDY,2023-03,18.27,26.23,19.35,20.88,13.99,0.06,False,52.03,,False,-3639.0,0.77,1779.0,16.66,27.5,High Quality,Shareholder Returns,4507.0,280.55,0.33,4.18,23.87,,,,457.65
