company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,roce_pct,roa_pct,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning_flag,net_debt,asset_turnover,free_cash_flow_cr,capex_cr,fcf_conversion_pct,cfo_quality_score,capital_allocation_pattern,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score
INFY,2013-03,23.37,28.59,24.82,29.51,20.38,0.0,False,2780.6,,False,-2116.0,0.87,4451.0,7.24,38.58,Moderate,Reinvestor,1885.8,664.23,0.27,0.0,18.27,,,,1129.89
INFY,2014-03,21.26,26.71,23.93,29.21,18.71,0.0,False,1783.78,,False,-4331.0,0.88,7262.0,5.11,54.23,Moderate,Reinvestor,2131.2,778.5,0.32,0.0,19.6,,,,1831.47
INFY,2015-03,23.2,27.91,24.39,28.76,18.66,0.0,False,1526.08,,False,-2270.0,0.8,9352.0,1.87,62.84,Moderate,Liquidating Assets,2474.4,443.5,0.44,0.0,15.67,,,,2354.56
INFY,2016-03,21.6,27.35,21.85,27.02,17.96,0.0,False,,,False,-1892.0,0.83,9143.0,1.42,53.53,Moderate,Reinvestor,2697.8,269.86,0.3,0.0,16.06,,,,2301.1
INFY,2017-03,20.96,27.17,20.81,26.32,17.26,0.0,False,,,False,-16423.0,0.82,-3133.0,21.41,-16.84,Moderate,Reinvestor,2870.6,301.49,0.29,0.0,16.84,,,,-768.49
INFY,2018-03,22.73,26.69,24.69,28.18,20.2,0.0,False,,,False,-12163.0,0.89,17751.0,6.43,94.31,Moderate,Liquidating Assets,3205.8,298.36,0.37,0.0,18.74,,,,4454.65
INFY,2019-03,18.64,24.4,23.73,30.12,18.33,0.0,False,,,False,-11261.0,0.98,14209.0,0.76,70.45,Moderate,Reinvestor,3082.0,149.65,0.39,0.0,17.95,,,,3567.43
INFY,2020-03,18.33,24.53,25.42,25.8,18.13,0.07,False,147.47,,False,-4159.0,0.99,16672.0,0.36,74.87,Moderate,Reinvestor,3327.8,154.22,0.27,5.05,18.73,,,,4183.47
INFY,2021-03,19.33,27.76,25.44,28.34,18.07,0.07,False,154.31,,False,-8880.0,0.93,15851.0,7.34,56.84,Moderate,Reinvestor,3884.6,179.73,0.3,4.95,23.11,,,,3978.46
INFY,2022-03,18.21,25.89,29.39,33.01,18.97,0.07,False,168.93,,False,-14850.0,1.04,17400.0,5.33,55.25,High Quality,Shareholder Returns,4429.2,179.58,0.27,4.69,19.64,,,,4366.64
INFY,2023-03,16.43,23.94,31.97,33.69,19.35,0.11,False,133.21,,False,-11179.0,1.18,21396.0,0.73,60.91,High Quality,Shareholder Returns,4821.6,182.23,0.3,6.66,15.31,,,,5365.94
INFY,2024-03,17.08,23.7,29.79,30.25,19.3,0.09,False,87.52,,False,-16264.0,1.13,20117.0,3.31,55.23,High Quality,Shareholder Returns,5249.6,212.74,,6.15,16.41,30.66,22.72,24.57,5045.79
IOC,2013-03,0.79,3.0,5.75,-110.3,1.5,1.42,False,2.42,,False,72320.0,1.91,46.0,2.01,0.33,High Quality,Mixed,362.7,259.63,0.99,37.07,2.02,,,,13.51
IOC,2014-03,1.43,3.53,10.26,-104.61,2.62,1.4,False,3.75,,False,79021.0,1.84,5601.0,3.81,32.52,High Quality,Shareholder Returns,696.7,279.71,0.43,35.69,4.95,,,,1403.83
IOC,2015-03,1.08,2.35,7.08,-73.35,2.08,0.94,False,3.91,,False,48824.0,1.92,35877.0,2.27,339.26,High Quality,Shareholder Returns,487.2,283.49,0.68,27.75,10.25,,,,8971.81
IOC,2016-03,3.59,6.37,13.8,-38.16,5.36,0.65,False,7.82,,False,27367.0,1.49,12014.0,3.93,54.51,High Quality,Shareholder Returns,1241.3,379.66,0.23,25.27,7.4,,,,3009.19
IOC,2017-03,5.74,9.61,19.97,-26.74,7.45,0.62,False,10.29,,False,19584.0,1.3,10532.0,4.98,30.84,High Quality,Shareholder Returns,2038.5,215.44,0.22,23.12,7.94,,,,2641.29
IOC,2018-03,5.37,9.88,19.87,-19.74,7.65,0.58,False,11.87,,False,20844.0,1.42,11996.0,4.06,28.8,High Quality,Shareholder Returns,2262.6,120.13,0.4,22.19,6.91,,,,3007.22
IOC,2019-03,3.27,6.68,15.36,-50.84,5.15,0.86,False,7.99,,False,52653.0,1.57,-9822.0,4.27,-27.85,High Quality,Mixed,1727.4,122.5,0.28,28.85,2.41,,,,-2449.55
IOC,2020-03,-0.39,3.32,-1.97,-107.63,-0.57,1.36,False,1.53,,False,94219.0,1.47,-21955.0,6.02,-136.77,Accrual Risk,Mixed,-187.6,103.91,23.29,39.33,1.48,,,,-5489.48
IOC,2021-03,5.98,10.97,19.46,-62.49,6.13,1.04,False,15.21,,False,71932.0,1.02,26715.0,6.3,66.91,Accrual Risk,Reinvestor,2176.2,121.81,0.23,32.85,13.64,,,,6686.64
IOC,2022-03,4.37,8.1,19.27,-57.76,6.26,0.99,False,9.55,,False,79668.0,1.43,4453.0,3.61,9.32,Accrual Risk,Reinvestor,2572.7,145.45,0.18,32.13,4.37,,,,1120.72
IOC,2023-03,1.39,3.65,8.38,-77.37,2.65,1.07,False,4.72,,False,96787.0,1.9,1614.0,3.33,5.26,Moderate,Reinvestor,1170.4,101.45,0.36,33.71,3.52,,,,406.61
IOC,2024-03,5.56,9.74,23.53,-28.59,8.94,0.72,False,10.28,,False,67086.0,1.61,39635.0,4.05,52.4,Moderate,Reinvestor,4316.1,133.18,0.09,27.48,9.16,10.95,64.1,58.49,9918.26
IRCTC,2015-03,12.37,14.35,29.5,32.76,11.27,0.0,False,,,False,0.0,0.91,23.0,4.34,15.13,Moderate,Reinvestor,65.5,44.4,15.27,0.0,6.52,,,,19.04
IRCTC,2016-03,13.83,13.9,34.87,33.75,13.15,0.0,False,,,False,0.0,0.95,295.0,0.51,155.26,High Quality,Liquidating Assets,94.5,54.2,21.16,0.0,21.07,,,,89.21
IRCTC,2017-03,15.07,20.66,29.1,38.81,12.54,0.0,False,127.0,,False,0.0,0.83,432.0,6.18,137.58,High Quality,Liquidating Assets,114.5,39.35,21.4,0.0,22.24,,,,122.18
IRCTC,2018-03,15.08,18.69,23.14,27.99,9.53,0.0,False,124.33,,False,0.0,0.63,64.0,2.73,23.36,Moderate,Liquidating Assets,110.5,47.75,9.5,0.0,1.64,,,,27.94
IRCTC,2019-03,16.52,20.48,28.85,34.82,11.91,0.0,False,254.5,,False,0.0,0.72,146.0,18.88,38.12,High Quality,Shareholder Returns,154.5,13.39,31.72,0.0,26.68,,,,50.82
IRCTC,2020-03,22.66,31.05,39.04,51.92,15.83,0.0,False,78.0,,False,0.0,0.7,417.0,0.35,59.32,High Quality,Liquidating Assets,256.5,16.43,7.6,0.0,18.07,,,,123.63
IRCTC,2021-03,24.07,24.2,12.84,7.26,5.93,0.05,False,39.0,,False,79.0,0.25,-205.0,58.3,-109.04,High Quality,Shareholder Returns,93.5,18.2,22.99,2.51,31.92,,,,-40.54
IRCTC,2022-03,35.13,46.51,35.29,40.07,16.99,0.06,False,86.0,,False,105.0,0.48,282.0,12.88,32.27,Moderate,Reinvestor,330.0,23.38,6.36,2.7,27.89,,,,92.35
IRCTC,2023-03,28.41,36.04,40.6,47.08,19.77,0.03,False,89.0,,False,84.0,0.7,495.0,8.95,38.79,High Quality,Shareholder Returns,503.0,30.98,4.37,1.65,22.93,,,,145.94
IRCTC,2024-03,26.02,34.33,34.4,42.77,18.24,0.02,False,82.74,,False,60.0,0.7,667.0,5.04,45.5,Moderate,Reinvestor,555.5,40.38,4.23,0.99,20.66,32.16,53.35,1.49,186.41
IRFC,2013-03,9.41,99.6,8.16,-832.42,0.74,9.19,False,1.36,,True,58740.0,0.08,,,,,Pre-Revenue,52.2,27.19,4.02,83.04,,,,,
IRFC,2014-03,11.31,99.69,9.27,-842.89,0.84,9.25,False,1.34,,True,69906.0,0.07,,,,,Pre-Revenue,70.1,22.56,0.86,83.3,,,,,
IRFC,2015-03,10.92,99.51,8.73,-741.36,0.86,8.21,False,1.38,,True,71261.0,0.08,,,,,Pre-Revenue,75.8,24.22,2.64,81.31,,,,,
IRFC,2016-03,11.31,99.48,7.37,-694.45,0.78,7.59,False,1.35,,True,87495.0,0.07,-16376.0,0.03,-219.28,Accrual Risk,Distress Signal,84.9,25.46,4.71,80.72,-218.17,,,,-4089.14
IRFC,2017-03,10.32,99.71,7.78,-810.84,0.72,8.86,False,1.31,,True,106387.0,0.07,-19453.0,0.02,-215.64,Accrual Risk,Distress Signal,93.4,18.4,4.28,82.06,-215.04,,,,-4858.55
IRFC,2018-03,22.18,99.59,14.75,-895.87,1.27,9.62,False,1.39,,True,133992.0,0.06,-28074.0,0.02,-304.19,Accrual Risk,Distress Signal,205.5,21.34,0.88,82.99,-302.97,,,,-7008.95
IRFC,2019-03,20.25,99.56,9.01,-650.66,1.09,6.95,False,1.35,,True,173920.0,0.05,-41747.0,0.01,-376.61,Accrual Risk,Distress Signal,225.5,26.68,0.8,84.19,-374.96,,,,-10429.16
IRFC,2020-03,23.78,99.51,10.54,-729.47,1.16,7.74,False,1.31,,True,234365.0,0.05,-62700.0,0.01,-469.49,Accrual Risk,Distress Signal,319.2,25.5,0.0,85.07,-467.19,,,,-15666.13
IRFC,2021-03,28.0,99.28,12.3,-856.08,1.16,9.0,False,1.39,,True,323133.0,0.04,-89907.0,0.0,-574.23,Accrual Risk,Distress Signal,441.6,27.48,0.7,84.93,-570.08,,,,-22466.38
IRFC,2022-03,30.0,99.4,14.85,-897.96,1.35,9.47,False,1.43,,True,388430.0,0.05,-64417.0,0.02,-319.26,Accrual Risk,Growth Funded by Debt,609.0,31.37,0.49,86.32,-317.32,,,,-16092.7
IRFC,2023-03,26.0,99.44,13.8,-884.54,1.26,9.38,False,1.35,,True,418921.0,0.05,-28588.0,0.0,-121.2,Accrual Risk,Distress Signal,616.7,34.19,0.52,85.43,-120.51,,,,-7136.73
IRFC,2024-03,24.06,99.5,13.04,-783.78,1.32,8.38,False,1.32,,True,411985.0,0.05,7906.0,0.03,29.82,Accrual Risk,Reinvestor,641.2,37.63,0.48,84.94,29.7,36.86,65.14,-53.17,1986.11
ITC,2013-03,24.37,35.49,33.27,46.3,21.81,0.0,False,111.79,,False,-5879.0,0.89,3221.0,12.27,28.71,Moderate,Reinvestor,7704.0,29.31,0.71,0.29,22.46,,,,825.11
ITC,2014-03,25.49,37.05,33.05,45.52,22.04,0.01,False,484.34,,False,-7042.0,0.86,4090.0,9.22,31.27,Moderate,Reinvestor,9001.0,34.26,0.6,0.59,20.8,,,,1042.64
ITC,2015-03,25.19,36.72,30.81,42.68,21.28,0.01,False,170.12,,False,-6674.0,0.84,4568.0,13.59,32.05,Moderate,Reinvestor,9779.0,39.57,0.53,0.59,25.36,,,,1161.32
ITC,2016-03,24.24,37.08,22.26,33.02,18.39,0.0,False,205.31,,False,-11664.0,0.76,5878.0,10.0,40.45,Moderate,Reinvestor,9501.0,53.02,0.77,0.16,25.0,,,,1485.72
ITC,2017-03,24.5,36.17,22.57,32.43,18.74,0.0,False,351.61,,False,-17535.0,0.77,7376.0,7.6,47.68,Moderate,Reinvestor,10477.0,38.2,0.53,0.08,24.85,,,,1860.45
ITC,2018-03,26.45,38.02,21.89,30.67,17.89,0.0,False,163.14,,False,-22017.0,0.68,6055.0,16.37,36.65,High Quality,Shareholder Returns,11493.0,43.04,0.49,0.06,30.31,,,,1530.31
ITC,2019-03,26.55,38.35,21.7,30.6,17.89,0.0,False,290.38,,False,-25030.0,0.67,7037.0,11.47,37.96,High Quality,Shareholder Returns,12836.0,48.24,0.44,0.02,26.03,,,,1775.79
ITC,2020-03,31.57,39.17,23.89,28.49,20.17,0.0,False,268.65,,False,-28386.0,0.64,8516.0,12.5,44.02,High Quality,Shareholder Returns,15593.0,53.11,0.53,0.36,29.74,,,,2147.91
ITC,2021-03,27.17,34.64,22.18,27.09,18.14,0.0,False,338.66,,False,-24600.0,0.67,18267.0,11.65,107.04,High Quality,Liquidating Assets,13383.0,49.02,0.75,0.37,25.43,,,,4583.62
ITC,2022-03,25.56,34.01,24.82,31.74,20.08,0.0,False,375.55,,False,-24592.0,0.79,13538.0,3.69,65.65,High Quality,Shareholder Returns,15503.0,50.69,0.6,0.32,26.01,,,,3402.11
ITC,2023-03,27.46,36.24,28.16,35.79,22.69,0.0,False,356.44,,False,-29109.0,0.83,13146.0,8.08,51.14,Moderate,Reinvestor,19477.0,55.64,0.51,0.36,26.62,,,,3306.08
ITC,2024-03,29.28,37.02,27.85,33.97,22.62,0.0,False,362.96,,False,-30811.0,0.77,18742.0,2.21,71.44,Moderate,Liquidating Assets,20751.0,59.7,0.4,0.33,24.24,17.52,21.92,21.67,4705.44
JINDALSTEL,2013-03,14.9,30.83,13.89,-81.23,5.17,1.16,False,6.03,,False,23809.0,0.35,-6069.0,48.42,-99.39,High Quality,Mixed,2952.0,228.52,0.17,43.13,17.78,,,,-1508.76
JINDALSTEL,2014-03,9.83,30.07,8.39,-125.08,2.75,1.61,False,3.4,,False,36026.0,0.28,-8114.0,65.82,-139.92,High Quality,Mixed,1896.0,248.46,0.37,52.77,23.75,,,,-2023.26
JINDALSTEL,2015-03,-7.48,28.16,-6.9,-168.4,-1.92,2.16,False,1.41,,True,43716.0,0.26,-5535.0,34.62,-101.3,Moderate,Mixed,-1452.0,231.23,-0.0,60.24,6.09,,,,-1387.83
JINDALSTEL,2016-03,-15.86,17.65,-9.52,-118.78,-3.34,1.44,False,1.03,,True,46405.0,0.21,2071.0,11.62,60.26,Accrual Risk,Reinvestor,-3087.0,356.44,-0.0,50.65,22.26,,,,510.57
JINDALSTEL,2017-03,-11.75,21.8,-8.45,-121.0,-2.8,1.53,False,1.26,,True,45482.0,0.24,4852.0,9.25,103.04,Accrual Risk,Reinvestor,-2538.0,326.64,-0.0,50.62,31.71,,,,1207.25
JINDALSTEL,2018-03,-4.85,19.43,-5.32,-106.49,-1.81,1.41,False,1.52,,False,42816.0,0.37,6293.0,4.3,97.28,Accrual Risk,Reinvestor,-1616.0,313.25,-0.0,48.15,23.2,,,,1570.26
JINDALSTEL,2019-03,-5.14,17.91,-7.52,-82.91,-2.71,1.23,False,1.63,,False,39409.0,0.53,8195.0,1.77,97.42,Accrual Risk,Reinvestor,-2412.0,330.77,-0.0,44.45,19.22,,,,2044.91
JINDALSTEL,2020-03,-1.05,18.01,-1.24,-84.33,-0.45,1.15,False,1.83,,False,36643.0,0.42,7338.0,3.89,107.42,Accrual Risk,Reinvestor,-400.0,315.07,-0.0,41.03,23.24,,,,1833.82
JINDALSTEL,2021-03,12.34,31.62,13.41,-55.44,5.48,0.94,False,4.08,,False,28754.0,0.44,10077.0,5.45,92.17,Accrual Risk,Reinvestor,4267.0,311.91,0.0,38.42,34.59,,,,2527.06
JINDALSTEL,2022-03,13.22,30.32,18.99,5.34,8.83,0.38,False,7.24,,False,13032.0,0.67,13717.0,4.56,88.41,Accrual Risk,Reinvestor,6766.0,352.72,0.07,17.62,31.36,,,,3439.51
JINDALSTEL,2023-03,7.47,18.68,10.27,-7.5,5.72,0.34,False,6.5,,False,12139.0,0.77,3257.0,7.69,32.76,Accrual Risk,Reinvestor,3974.0,387.06,0.15,18.79,13.81,,,,820.12
JINDALSTEL,2024-03,11.8,20.26,13.41,-13.3,7.55,0.37,False,8.0,,False,15653.0,0.64,-2336.0,16.57,-22.9,Accrual Risk,Mixed,5943.0,443.16,0.05,20.94,11.93,20.52,15.02,13.35,-575.81
JIOFIN,2023-03,68.89,86.67,0.03,-0.62,0.03,0.01,False,,,False,-107398.0,0.0,945.0,2466.67,2423.08,High Quality,Shareholder Returns,3.1,570600.0,0.0,0.65,4566.67,,,,253.49
JIOFIN,2024-03,86.52,84.04,1.15,1.12,1.11,0.0,False,198.8,,False,-133292.0,0.01,763.0,77.68,48.94,High Quality,Other,160.5,219.03,0.0,0.0,-36.55,,,,212.94
JSWENERGY,2013-03,10.16,31.58,14.52,-110.34,4.42,1.67,False,2.92,,False,9422.0,0.44,781.0,10.64,27.88,High Quality,Shareholder Returns,90.1,37.83,4.0,50.92,19.45,,,,202.53
JSWENERGY,2014-03,8.79,37.64,11.57,-92.82,3.95,1.54,False,2.55,,False,9218.0,0.45,1906.0,4.2,58.56,High Quality,Shareholder Returns,76.0,40.07,5.66,52.52,26.24,,,,482.58
JSWENERGY,2015-03,14.53,38.77,18.06,-68.25,6.99,1.24,False,3.36,,False,7675.0,0.48,2972.0,4.51,82.01,High Quality,Shareholder Returns,135.8,45.84,1.77,47.86,36.31,,,,752.89
JSWENERGY,2016-03,14.86,41.01,15.05,-102.6,5.12,1.53,False,2.92,,False,13850.0,0.34,266.0,33.31,6.6,High Quality,Shareholder Returns,146.0,59.64,1.51,52.08,36.01,,,,75.26
JSWENERGY,2017-03,7.54,40.23,6.01,-97.24,2.19,1.38,False,2.1,,False,12770.0,0.29,3091.0,9.22,92.99,High Quality,Shareholder Returns,62.3,63.69,2.09,50.54,46.63,,,,776.68
JSWENERGY,2018-03,1.06,33.71,0.77,-75.94,0.32,1.07,False,1.9,,False,9468.0,0.3,3719.0,2.67,137.08,High Quality,Shareholder Returns,8.5,67.74,0.0,44.47,48.88,,,,930.29
JSWENERGY,2019-03,7.49,31.24,5.79,-59.29,2.64,0.89,False,2.73,,False,8104.0,0.35,2436.0,0.6,85.32,High Quality,Shareholder Returns,68.4,72.04,3.51,40.71,27.26,,,,612.98
JSWENERGY,2020-03,13.07,35.74,9.28,-51.43,4.34,0.84,False,3.17,,False,7986.0,0.33,2383.0,3.64,80.59,High Quality,Liquidating Assets,108.1,70.93,1.39,39.47,25.17,,,,602.42
JSWENERGY,2021-03,11.89,42.08,5.67,-34.82,3.14,0.58,False,3.53,,False,4319.0,0.26,2670.0,14.88,91.66,High Quality,Shareholder Returns,82.3,88.35,4.98,31.94,53.45,,,,672.67
JSWENERGY,2022-03,21.34,43.74,10.01,-28.96,5.71,0.51,False,5.34,,False,2320.0,0.27,1565.0,16.98,43.81,High Quality,Shareholder Returns,174.3,106.19,1.09,29.31,36.15,,,,400.51
JSWENERGY,2023-03,14.32,31.77,7.94,-109.96,3.06,1.34,False,4.69,,False,19018.0,0.21,-4694.0,65.6,-143.02,High Quality,Mixed,148.0,113.52,1.49,51.74,20.17,,,,-1167.17
JSWENERGY,2024-03,15.02,46.86,8.28,-116.59,2.99,1.52,False,2.85,,False,24538.0,0.2,-1963.0,71.37,-36.47,High Quality,Mixed,172.5,126.95,1.1,54.66,54.27,5.31,13.87,10.76,-484.18
JSWSTEEL,2013-03,2.43,17.04,5.44,-78.3,1.62,1.27,False,3.15,,False,19875.0,0.66,411.0,14.22,6.31,High Quality,Shareholder Returns,929.0,60.09,3.23,37.6,15.29,,,,105.12
JSWSTEEL,2014-03,0.78,17.9,1.9,-108.22,0.52,1.68,False,2.47,,False,34864.0,0.66,-3024.0,10.97,-32.98,High Quality,Mixed,402.0,69.88,18.41,45.76,5.06,,,,-755.2
JSWSTEEL,2015-03,3.25,17.68,7.73,-114.25,2.01,1.74,False,2.71,,False,38155.0,0.62,504.0,13.92,5.38,High Quality,Shareholder Returns,1722.0,73.56,1.1,45.24,14.87,,,,129.25
JSWSTEEL,2016-03,-1.16,15.46,-2.54,-160.54,-0.59,2.23,False,1.24,,True,41009.0,0.51,3040.0,9.28,47.34,Moderate,Reinvestor,-481.0,63.01,13.93,51.53,16.6,,,,758.93
JSWSTEEL,2017-03,6.24,22.14,15.31,-118.98,3.94,1.91,False,3.27,,False,41968.0,0.63,2794.0,9.16,22.7,High Quality,Shareholder Returns,3467.0,75.24,0.55,49.24,14.19,,,,704.87
JSWSTEEL,2018-03,8.5,20.74,21.83,-77.99,6.65,1.41,False,3.98,,False,37924.0,0.78,7850.0,6.3,52.63,Accrual Risk,Reinvestor,6113.0,92.71,0.26,42.83,17.21,,,,1971.74
JSWSTEEL,2019-03,8.88,22.33,21.62,-73.3,6.55,1.36,False,4.88,,False,45502.0,0.74,3246.0,13.43,17.15,Accrual Risk,Mixed,7524.0,115.6,0.21,41.29,17.26,,,,820.76
JSWSTEEL,2020-03,5.34,16.11,10.71,-121.46,2.97,1.68,False,2.7,,False,60164.0,0.56,-6804.0,26.71,-57.6,Accrual Risk,Mixed,3919.0,121.59,0.38,46.6,17.44,,,,-1696.24
JSWSTEEL,2021-03,9.86,25.27,16.84,-82.06,5.31,1.33,False,5.22,,False,53811.0,0.54,11087.0,9.65,54.95,High Quality,Shareholder Returns,7873.0,154.85,0.32,42.07,23.53,,,,2779.75
JSWSTEEL,2022-03,14.3,26.72,31.11,-45.19,10.66,1.07,False,8.2,,False,67297.0,0.74,11522.0,10.08,29.46,High Quality,Shareholder Returns,20938.0,223.58,0.12,36.76,17.95,,,,2894.52
JSWSTEEL,2023-03,2.49,11.13,6.3,-85.26,1.97,1.23,False,2.9,,False,76047.0,0.79,12593.0,6.47,68.18,High Quality,Shareholder Returns,4139.0,218.26,0.6,38.4,14.05,,,,3150.94
JSWSTEEL,2024-03,5.13,16.09,11.55,-69.7,3.94,1.13,False,3.66,,False,80738.0,0.77,-2389.0,8.27,-8.48,High Quality,Shareholder Returns,8973.0,254.65,0.28,38.61,6.9,35.57,57.39,55.18,-592.1
KOTAKBANK,2013-03,20.65,60.92,14.66,-511.19,1.93,5.6,False,1.29,,True,44654.0,0.09,-6157.0,83.36,-93.25,High Quality,Mixed,447.6,204.65,0.09,73.86,26.55,,,,-1529.94
KOTAKBANK,2014-03,21.08,58.84,13.24,-408.89,2.07,4.5,False,1.33,,True,47146.0,0.1,7938.0,9.43,112.55,High Quality,Shareholder Returns,505.4,247.84,0.08,70.33,75.65,,,,1993.6
KOTAKBANK,2015-03,23.31,72.96,14.01,-422.19,2.09,4.71,False,1.19,,True,58669.0,0.09,-2165.0,33.54,-22.28,High Quality,Mixed,621.0,286.99,0.06,70.22,17.28,,,,-531.4
KOTAKBANK,2016-03,17.27,56.57,10.56,-498.79,1.46,5.39,False,1.51,,False,109405.0,0.08,2672.0,11.53,23.15,High Quality,Mixed,704.8,181.92,0.09,74.62,24.63,,,,675.32
KOTAKBANK,2017-03,22.48,66.44,13.04,-490.03,1.82,5.33,False,1.27,,True,136768.0,0.08,7933.0,23.69,53.49,High Quality,Mixed,1003.8,209.2,0.04,74.31,59.23,,,,1992.59
KOTAKBANK,2018-03,24.9,66.87,12.4,-458.09,1.85,4.95,False,1.23,,True,158863.0,0.07,-15867.0,21.79,-94.42,High Quality,Growth Funded by Debt,1251.6,264.89,0.03,73.98,-41.35,,,,-3956.96
KOTAKBANK,2019-03,24.15,66.23,12.47,-467.05,1.82,5.05,False,1.22,,True,188276.0,0.08,-1501.0,11.14,-7.6,Moderate,Mixed,1440.8,302.84,0.03,73.83,6.11,,,,-365.64
KOTAKBANK,2020-03,25.67,67.45,12.9,-452.89,1.94,4.9,False,1.34,,True,215280.0,0.08,33551.0,39.04,148.6,High Quality,Shareholder Returns,1718.6,348.16,0.0,73.67,139.27,,,,8397.88
KOTAKBANK,2021-03,30.44,90.83,11.85,-350.59,2.09,3.88,False,1.26,,True,170164.0,0.07,-6291.0,34.04,-21.1,High Quality,Shareholder Returns,1998.0,425.52,0.02,68.31,14.87,,,,-1561.65
KOTAKBANK,2022-03,35.83,90.98,12.51,-344.89,2.21,3.78,False,1.23,,True,201218.0,0.06,-2595.0,32.31,-8.45,High Quality,Mixed,2417.8,487.22,0.02,66.93,24.62,,,,-636.11
KOTAKBANK,2023-03,35.41,79.44,13.35,-342.77,2.41,3.75,False,1.29,,True,223469.0,0.07,-11623.0,24.63,-34.71,High Quality,Growth Funded by Debt,2985.0,563.01,0.01,67.5,-2.95,,,,-2892.96
KOTAKBANK,2024-03,32.39,83.67,14.01,-361.97,2.37,4.0,False,1.24,,True,273928.0,0.07,6766.0,15.86,14.38,High Quality,Mixed,3642.6,653.78,0.01,67.79,27.89,39.0,52.09,43.73,1703.69
LICI,2019-03,0.46,1.04,324.32,-22991.36,0.08,332.59,False,,,False,-2630886.0,0.17,22910.0,1.69,386.99,High Quality,Liquidating Assets,262.7,81.0,0.08,7.86,2.32,,,,5808.72
LICI,2020-03,0.43,-1.11,270.46,-18853.08,0.08,252.91,False,,,False,-2722686.0,0.18,13952.0,6.44,-200.83,High Quality,Shareholder Returns,271.0,100.2,0.07,7.24,8.66,,,,3555.74
LICI,2021-03,0.43,-0.04,43.2,-3.51,0.08,0.0,False,,,False,-3517441.0,0.18,229049.0,21.49,-90892.46,High Quality,Liquidating Assets,297.4,688.4,0.0,0.0,11.67,,,,57273.18
LICI,2022-03,0.57,0.46,36.38,28.24,0.1,0.0,False,,,False,-3926211.0,0.17,8748.0,1.73,263.02,High Quality,Distress Signal,412.5,17.93,0.56,0.0,-0.52,,,,2196.26
LICI,2023-03,4.59,4.36,77.86,73.25,0.79,0.0,False,545.55,,False,-4243008.0,0.17,1671.0,6.74,4.88,High Quality,Shareholder Returns,3599.7,73.1,0.01,0.0,6.95,,,,438.56
LICI,2024-03,4.84,3.87,49.45,39.39,0.77,0.0,False,371.94,,False,-4976133.0,0.16,853.0,2.99,2.6,High Quality,Shareholder Returns,4091.6,130.83,0.04,0.0,3.09,8.16,73.18,,227.02
LODHA,2011-03,12.15,23.47,35.48,-668.33,2.79,7.52,True,2.31,,False,5220.0,0.23,,,,,Pre-Revenue,26.4,68.89,0.0,59.04,,,,,
LODHA,2012-03,12.9,24.51,33.84,-303.96,4.11,3.78,False,3.34,,False,4078.0,0.32,,,,,Pre-Revenue,38.1,104.26,0.0,45.95,,,,,
LODHA,2015-03,12.8,23.52,24.23,-303.48,2.85,3.6,False,3.84,,False,11257.0,0.22,,,,,Pre-Revenue,79.8,305.0,0.0,42.33,,,,,
LODHA,2016-03,8.52,25.77,17.69,-264.73,2.27,3.48,False,2.67,,False,13224.0,0.27,-467.0,10.35,-21.97,Moderate,Mixed,70.3,367.87,0.0,44.66,4.69,,,,-109.63
LODHA,2017-03,7.37,20.36,14.48,-324.26,1.72,4.01,False,2.99,,False,15003.0,0.23,295.0,14.81,18.28,High Quality,Shareholder Returns,58.4,356.9,0.0,47.69,18.53,,,,79.64
LODHA,2018-03,8.21,17.38,15.41,-377.39,1.97,4.39,False,5.04,,False,21232.0,0.24,45.0,6.73,2.68,High Quality,Mixed,79.4,130.1,0.0,56.19,7.19,,,,17.65
LODHA,2019-03,13.81,26.7,42.8,-556.68,3.3,6.68,True,5.72,,False,24236.0,0.24,-638.0,1.47,-20.07,Moderate,Growth Funded by Debt,164.4,96.99,0.0,51.42,-3.89,,,,-144.52
LODHA,2020-03,5.96,15.41,16.3,-340.75,1.82,4.05,False,2.75,,False,16870.0,0.31,3954.0,1.46,206.26,High Quality,Liquidating Assets,74.2,114.95,0.0,45.27,30.31,,,,994.52
LODHA,2021-03,0.88,25.38,1.04,-359.8,0.12,3.96,False,1.09,,True,16614.0,0.14,2944.0,7.71,212.87,High Quality,Liquidating Assets,4.8,116.14,0.0,46.28,46.32,,,,736.51
LODHA,2022-03,13.08,23.68,9.98,-76.77,3.15,0.95,False,3.6,,False,10963.0,0.24,3137.0,12.34,143.5,High Quality,Liquidating Assets,120.8,251.16,1.66,30.04,21.64,,,,790.8
LODHA,2023-03,5.17,21.8,3.87,-54.84,1.25,0.72,False,2.13,,False,8814.0,0.24,4539.0,18.89,219.91,High Quality,Liquidating Assets,49.0,262.72,2.86,23.16,29.04,,,,1137.32
LODHA,2024-03,15.06,25.83,8.9,-28.48,3.29,0.44,False,5.63,,False,5198.0,0.22,-435.0,28.57,-16.32,High Quality,Mixed,155.4,175.74,,16.31,24.35,36.55,42.55,21.67,-101.94
